0, 0, 17280, 5760, -1, -1, -1, -1
1, 0.343329, 159, 318, -1, -1, -1, -1
2, 0.001648, 223, 791, -1, -1, -1, -1
3, 23.7273, 530086, 2889688, 8.7996e+13, 4.5674e+07, 4, -1
7, 29.3767, 13058, 78269, 3.84242e+08, 11558.8, -1, -1
3, 0.388209, 16020, 94293, 3.66738e+09, 143949, 0, -1
6, 0.49584, 152145, 820018, 3.66738e+09, 131613, -1, -1
7, 5.71696, 19619, 112200, 206721, 24.8092, -1, -1
8, 0.956618, 19619, 104507, 206721, 11.0605, -1, -1
9, 0.159281, 19619, 104507, 6818.86, 6.00852, -1, -1
6, 0.07127, 29090, 148965, 6818.86, 5.68519, -1, -1
7, 1.22367, 16335, 85766, 181.358, 4.59924, -1, -1
8, 0.398094, 16335, 84909, 181.358, 4.35372, -1, -1
9, 0.125168, 16335, 84909, 180.703, 4.10982, -1, -1
6, 0.047363, 20944, 105318, 180.703, 4.14825, -1, -1
7, 0.582956, 16225, 83898, 180.703, 4.06304, -1, -1
8, 0.298518, 16225, 83753, 180.703, 4.01474, -1, -1
9, 0.119204, 16225, 83753, 180.703, 3.92085, -1, -1
6, 0.055716, 23854, 120165, 147.814, 4.05781, -1, -1
7, 0.592805, 17785, 92062, 24.8372, 3.90243, -1, -1
8, 0.353264, 17785, 91996, 24.8372, 3.87504, -1, -1
9, 0.122768, 17785, 91996, 22.5217, 3.80034, -1, -1
6, 0.044882, 21465, 108211, 22.5217, 3.85851, -1, -1
7, 0.419059, 17725, 91766, 9.6688, 3.80059, -1, -1
8, 0.283813, 17725, 91736, 9.6688, 3.79352, -1, -1
9, 0.116697, 17725, 91736, 9.5381, 3.75824, -1, -1
7, 0.292804, 17492, 90564, 9.5381, 3.75846, -1, -1
4, 42.5711, 17492, 90564, 9.5381, 3.75846, -1, -1
5, 0.183575, 7203, 21163, 9.10712, 4.21662, -1, -1
-1, 67.2152, 7203, 21163, 9.10712, 4.21662, 0, 983
