0, 0, 17280, 5760, -1, -1, -1, -1
1, 0.432193, 175, 350, -1, -1, -1, -1
2, 0.0014, 239, 868, -1, -1, -1, -1
3, 23.8252, 572310, 3101488, 8.43149e+13, 5.33208e+07, 2, -1
7, 33.4694, 28611, 162171, 6.57203e+07, 3375.17, -1, -1
3, 0.332261, 29932, 169647, 6.57203e+07, 3363.95, 0, -1
6, 6.4026, 1732656, 9406473, 6.57204e+07, 2360.39, -1, -1
7, 66.2808, 134058, 792258, 1.20683e+07, 47.5763, -1, -1
8, 8.27446, 134058, 742259, 306199, 6.08009, -1, -1
9, 1.03314, 134058, 742259, 306199, 4.86285, -1, -1
6, 0.982599, 242203, 1255150, 306199, 4.75139, -1, -1
7, 7.78847, 123088, 673007, 110.06, 3.90479, -1, -1
8, 3.92745, 123088, 669466, 50.1655, 3.81922, -1, -1
9, 0.722211, 123088, 669466, 50.1655, 3.60183, -1, -1
6, 0.449922, 176371, 907022, 50.1655, 3.75034, -1, -1
7, 3.72444, 123482, 669553, 21.4549, 3.60067, -1, -1
8, 3.01986, 123482, 669083, 21.4549, 3.58537, -1, -1
9, 0.708107, 123482, 669083, 21.4549, 3.50029, -1, -1
6, 0.390477, 157756, 814243, 21.4549, 3.61106, -1, -1
7, 2.59305, 122631, 664208, 17.3374, 3.50768, -1, -1
8, 2.63869, 122631, 664080, 17.3374, 3.50212, -1, -1
9, 0.685533, 122631, 664080, 17.3374, 3.46083, -1, -1
6, 0.354641, 150616, 779193, 17.3374, 3.55618, -1, -1
7, 2.20139, 122293, 662052, 17.3374, 3.46707, -1, -1
8, 2.49153, 122293, 662035, 17.3374, 3.46398, -1, -1
9, 0.641852, 122293, 662035, 17.3374, 3.44123, -1, -1
6, 0.337578, 147237, 762857, 22.1499, 3.52858, -1, -1
7, 1.9872, 122172, 661374, 6.0637, 3.44735, -1, -1
8, 2.40862, 122172, 661364, 6.0637, 3.44515, -1, -1
9, 0.607819, 122172, 661364, 5.87109, 3.43081, -1, -1
7, 1.01234, 121313, 657123, 5.87109, 3.42969, -1, -1
4, 157.653, 121313, 657123, 5.87109, 3.42969, -1, -1
5, 0.923117, 35578, 144128, 5.07405, 3.43777, -1, -1
-1, 183.167, 35578, 144128, 5.07405, 3.43777, 0, 2179
