0, 0, 17280, 5760, -1, -1, -1, -1
1, 0.343377, 159, 318, -1, -1, -1, -1
2, 0.00134, 223, 791, -1, -1, -1, -1
3, 20.5595, 458688, 2507751, 1.75844e+13, 2.30759e+07, 7, -1
7, 23.5829, 25676, 149231, 3.32253e+09, 34879.8, -1, -1
3, 0.716967, 32229, 185295, 1.75259e+12, 2.41668e+07, 0, -1
6, 3.80292, 1075175, 5844834, 4.058e+12, 2.57147e+07, -1, -1
7, 39.3776, 83741, 491659, 1.8881e+11, 480331, -1, -1
8, 4.68424, 83741, 456358, 1.8881e+11, 517454, -1, -1
9, 0.512638, 83741, 456358, 1.8881e+11, 516947, -1, -1
6, 0.370424, 144596, 748342, 1.8881e+11, 315250, -1, -1
7, 4.80774, 66484, 355325, 39.4894, 4.08795, -1, -1
8, 1.88125, 66484, 351889, 39.4894, 3.93621, -1, -1
9, 0.39071, 66484, 351889, 37.4895, 3.69217, -1, -1
6, 0.249682, 97355, 493035, 36.7765, 3.83848, -1, -1
7, 2.02787, 66193, 348831, 33.3154, 3.66218, -1, -1
8, 1.46266, 66193, 348412, 33.3154, 3.63843, -1, -1
9, 0.364778, 66193, 348412, 33.3154, 3.54365, -1, -1
6, 0.20389, 84996, 430493, 33.3154, 3.65584, -1, -1
7, 1.37695, 65627, 345160, 26.9751, 3.54425, -1, -1
8, 1.20556, 65627, 345069, 26.9751, 3.53674, -1, -1
9, 0.350404, 65627, 345069, 23.2353, 3.49152, -1, -1
6, 0.186086, 80280, 407314, 23.2353, 3.58637, -1, -1
7, 1.09401, 65225, 342790, 20.6389, 3.496, -1, -1
8, 1.15402, 65225, 342763, 20.6389, 3.49247, -1, -1
9, 0.333186, 65225, 342763, 20.6389, 3.46711, -1, -1
6, 0.178983, 78086, 396640, 20.6389, 3.5538, -1, -1
7, 0.978449, 65023, 341739, 20.6389, 3.47202, -1, -1
8, 1.05229, 65023, 341725, 20.6389, 3.46973, -1, -1
9, 0.314725, 65023, 341725, 20.6389, 3.45473, -1, -1
6, 0.178846, 77391, 393422, 25.795, 3.54044, -1, -1
7, 0.902196, 65190, 342565, 8.86179, 3.46039, -1, -1
8, 1.11192, 65190, 342545, 8.86179, 3.45832, -1, -1
9, 0.299868, 65190, 342545, 5.89067, 3.44824, -1, -1
7, 0.468318, 64793, 340607, 5.89067, 3.44711, -1, -1
4, 97.1377, 64793, 340607, 5.89067, 3.44711, -1, -1
5, 0.510839, 16051, 48361, 5.58647, 3.49335, -1, -1
-1, 119.27, 16051, 48361, 5.58647, 3.49335, 0, 1343
