0, 0, 17280, 5760, -1, -1, -1, -1
1, 0.555661, 204, 408, -1, -1, -1, -1
2, 0.00141, 264, 956, -1, -1, -1, -1
3, 39.5175, 821567, 4449642, 3.97188e+14, 2.14179e+08, 6, -1
7, 46.2268, 41058, 236739, 2.32673e+09, 22088.9, -1, -1
3, 0.708329, 46251, 264862, 2.32673e+09, 22024.4, 0, -1
6, 10.3041, 2758006, 14974572, 3.21453e+09, 5480.2, -1, -1
7, 105.589, 214979, 1281996, 1.28896e+06, 35.6, -1, -1
8, 13.4861, 214979, 1196409, 110089, 7.65651, -1, -1
9, 1.30862, 214979, 1196409, 110089, 4.89565, -1, -1
6, 1.18922, 394778, 2091194, 110089, 4.81911, -1, -1
7, 12.8863, 194495, 1074476, 164.174, 3.93088, -1, -1
8, 6.89476, 194495, 1068253, 164.174, 3.83028, -1, -1
9, 1.07206, 194495, 1068253, 60.267, 3.59684, -1, -1
6, 0.746354, 280599, 1478158, 60.267, 3.75666, -1, -1
7, 5.93196, 195975, 1074957, 32.8547, 3.599, -1, -1
8, 5.06782, 195975, 1074325, 32.8547, 3.58146, -1, -1
9, 1.10461, 195975, 1074325, 32.8547, 3.48784, -1, -1
6, 0.620285, 247489, 1311238, 32.8547, 3.60261, -1, -1
7, 3.96831, 194580, 1066845, 32.8547, 3.49668, -1, -1
8, 4.59296, 194580, 1066716, 32.8547, 3.4905, -1, -1
9, 1.09874, 194580, 1066716, 32.8547, 3.44511, -1, -1
6, 0.58871, 235135, 1250523, 38.3106, 3.54286, -1, -1
7, 3.33903, 194076, 1064126, 5.73614, 3.45363, -1, -1
8, 4.15891, 194076, 1064112, 5.73614, 3.45007, -1, -1
9, 1.03122, 194076, 1064112, 5.64378, 3.42455, -1, -1
7, 1.63586, 192065, 1053643, 5.64378, 3.42288, -1, -1
4, 236.367, 192065, 1053643, 5.64378, 3.42288, -1, -1
5, 1.33166, 46993, 188904, 5.50659, 3.45589, -1, -1
-1, 278.481, 46993, 188904, 5.50659, 3.45589, 0, 3124
