0, 0, 17280, 5760, -1, -1, -1, -1
1, 0.557222, 204, 408, -1, -1, -1, -1
2, 0.001474, 268, 962, -1, -1, -1, -1
3, 32.8917, 741749, 4034401, 3.1618e+14, 1.54827e+08, 5, -1
7, 48.9898, 19727, 117924, 7.39219e+08, 22204.5, -1, -1
3, 0.783974, 23414, 137822, 9.21154e+08, 26614.1, 0, -1
6, 1.56613, 415081, 2239652, 9.21155e+08, 46868.3, -1, -1
7, 16.9053, 41585, 240382, 3.8009e+06, 64.2243, -1, -1
8, 2.36633, 41585, 224154, 166190, 10.5356, -1, -1
9, 0.343288, 41585, 224154, 56689.8, 6.08594, -1, -1
6, 0.166271, 65439, 339969, 56689.8, 5.5847, -1, -1
7, 2.52608, 35260, 187404, 84.3336, 4.05853, -1, -1
8, 1.04275, 35260, 186102, 84.3336, 3.91661, -1, -1
9, 0.293585, 35260, 186102, 84.3336, 3.70515, -1, -1
6, 0.122201, 46087, 236190, 84.3336, 3.80949, -1, -1
7, 1.27619, 34560, 181638, 84.3336, 3.67832, -1, -1
8, 0.996135, 34560, 181404, 84.3336, 3.65464, -1, -1
9, 0.275798, 34560, 181404, 83.7397, 3.57482, -1, -1
6, 0.094694, 41237, 211583, 83.7397, 3.65528, -1, -1
7, 0.743177, 34030, 178377, 83.7397, 3.57385, -1, -1
8, 0.627499, 34030, 178343, 83.7397, 3.56665, -1, -1
9, 0.245604, 34030, 178343, 83.7397, 3.52589, -1, -1
6, 0.092996, 40969, 210529, 100.024, 3.63292, -1, -1
7, 0.657111, 34477, 180684, 22.3974, 3.53724, -1, -1
8, 0.634009, 34477, 180665, 22.3974, 3.53163, -1, -1
9, 0.23128, 34477, 180665, 15.4707, 3.50363, -1, -1
6, 0.086662, 39692, 203887, 17.5193, 3.57452, -1, -1
7, 0.527919, 34332, 179870, 10.0611, 3.50705, -1, -1
8, 0.575497, 34332, 179857, 10.0611, 3.50385, -1, -1
9, 0.22005, 34332, 179857, 10.1823, 3.48723, -1, -1
6, 0.087645, 39006, 200607, 11.7821, 3.55278, -1, -1
7, 0.503045, 34287, 179612, 10.1823, 3.49045, -1, -1
8, 0.545678, 34287, 179608, 10.1823, 3.48853, -1, -1
9, 0.200287, 34287, 179608, 10.1201, 3.47856, -1, -1
6, 0.085464, 38246, 196918, 13.3288, 3.53465, -1, -1
7, 0.475212, 34183, 179020, 7.37876, 3.48042, -1, -1
8, 0.540322, 34183, 179016, 6.82371, 3.47883, -1, -1
9, 0.19689, 34183, 179016, 6.81144, 3.47242, -1, -1
7, 0.273908, 34075, 178457, 6.81144, 3.472, -1, -1
4, 86.1811, 34075, 178457, 6.81144, 3.472, -1, -1
5, 0.292397, 9810, 30410, 6.81144, 3.57718, -1, -1
-1, 120.708, 9810, 30410, 6.81144, 3.57718, 0, 1238
