0, 0, 17280, 5760, -1, -1, -1, -1
1, 1.21126, 175, 350, -1, -1, -1, -1
2, 0.00192, 239, 868, -1, -1, -1, -1
3, 28.7757, 518083, 2804763, 4.535e+12, 1.13368e+07, 7, -1
7, 47.1659, 15979, 94150, 4.00203e+09, 325439, -1, -1
3, 1.03006, 23606, 135975, 8.89546e+09, 614709, 0, -1
6, 1.62827, 340227, 1845820, 8.89547e+09, 999873, -1, -1
7, 19.0345, 28896, 168173, 8.79936e+08, 26951.7, -1, -1
8, 2.00687, 28896, 156111, 1.87204e+08, 5871.06, -1, -1
9, 0.70413, 28896, 156111, 1.87204e+08, 4648.11, -1, -1
6, 0.160037, 45086, 228797, 1.87204e+08, 3172.98, -1, -1
7, 2.60969, 24351, 128686, 259.238, 4.13761, -1, -1
8, 0.883594, 24351, 127681, 259.238, 3.98921, -1, -1
9, 0.590839, 24351, 127681, 259.238, 3.78006, -1, -1
6, 0.11057, 31933, 159718, 259.238, 3.86832, -1, -1
7, 1.1082, 23893, 124629, 259.238, 3.75903, -1, -1
8, 0.692164, 23893, 124414, 259.238, 3.73653, -1, -1
9, 0.547461, 23893, 124414, 102.628, 3.65788, -1, -1
6, 0.12108, 29099, 145503, 102.628, 3.73195, -1, -1
7, 0.920006, 23666, 122934, 102.628, 3.65551, -1, -1
8, 0.612165, 23666, 122876, 102.628, 3.64747, -1, -1
9, 0.494838, 23666, 122876, 102.628, 3.6104, -1, -1
6, 0.100352, 29978, 150424, 108.726, 3.73444, -1, -1
7, 0.938227, 24199, 125695, 39.9447, 3.61923, -1, -1
8, 0.713117, 24199, 125650, 39.9447, 3.61213, -1, -1
9, 0.499142, 24199, 125650, 39.9447, 3.57958, -1, -1
6, 0.102164, 28729, 144118, 39.9447, 3.65284, -1, -1
7, 0.750117, 24103, 125112, 39.9447, 3.58393, -1, -1
8, 0.590897, 24103, 125099, 39.9447, 3.58065, -1, -1
9, 0.449833, 24103, 125099, 39.9447, 3.56279, -1, -1
6, 0.091661, 27724, 139302, 49.8173, 3.62391, -1, -1
7, 0.697245, 24079, 124964, 39.9447, 3.56632, -1, -1
8, 0.51022, 24079, 124955, 39.9447, 3.56456, -1, -1
9, 0.395595, 24079, 124955, 17.1053, 3.55387, -1, -1
6, 0.087782, 27434, 137856, 17.1053, 3.60707, -1, -1
7, 0.578658, 24052, 124792, 17.1053, 3.55561, -1, -1
8, 0.494549, 24052, 124782, 17.1053, 3.55408, -1, -1
9, 0.368644, 24052, 124782, 16.7928, 3.54778, -1, -1
6, 0.088624, 27268, 137055, 19.7727, 3.60048, -1, -1
7, 0.548194, 24050, 124793, 7.40281, 3.54987, -1, -1
8, 0.489311, 24050, 124790, 7.40281, 3.5492, -1, -1
9, 0.34773, 24050, 124790, 5.79988, 3.54506, -1, -1
7, 0.375191, 24016, 124632, 5.79988, 3.54512, -1, -1
4, 90.608, 24016, 124632, 5.79988, 3.54512, -1, -1
5, 0.356546, 8569, 27136, 5.79988, 3.67868, -1, -1
-1, 121.983, 8569, 27136, 5.79988, 3.67868, 0, 1101
